course,lo,level,justification,complexity,cognitive_category,department
Probability and Random Processes,"CO-4: Analyze the properties of independent random variables, sums of random variables",Analyze,"'Analyze' directly corresponds to breaking down information and identifying relationships between properties, aligning with the 'Analyze' level.",4,Higher-Order Thinking,Mathematics
Probability and Random Processes,"CO-5: Interpret the tail bounds, law of large numbers and central limit theorem",Understand,"The verb 'Interpret' suggests explaining the meaning of these theorems, which falls under the 'Understand' level.",2,Lower-Order Thinking,Mathematics
Probability and Random Processes,CO-6: Evaluate the real-world applications of random variables and random processes,Evaluate,"'Evaluate' implies making judgments about the value or significance of applications, fitting the 'Evaluate' level.",5,Higher-Order Thinking,Mathematics
Probability and Statistics,"CO-1. Explain the axioms of probability and rules, discrete and continuous random variables.",Understand,"The verb 'Explain' indicates a need to demonstrate comprehension of the axioms and rules, moving beyond simple recall.",2,Lower-Order Thinking,Mathematics
Probability and Statistics,CO-2. Derive the density function of transformations of random variables and use these to generate data corresponding to various distributions.,Apply,"The verbs 'Derive' and 'use' suggest applying knowledge of transformations to generate data, indicating a practical application of concepts.",3,Higher-Order Thinking,Mathematics
Probability and Statistics,CO-3: Derive marginal and conditional distributions of multivariate random variables and probability bounds.,Apply,"The verb 'Derive' implies using learned principles to calculate distributions, demonstrating application of knowledge.",3,Higher-Order Thinking,Mathematics
Probability and Statistics,CO-4. Discuss the classical and Bayesian inference theory and applications.,Understand,"The verb 'Discuss' suggests explaining and interpreting the theories and their applications, indicating comprehension.",2,Lower-Order Thinking,Mathematics
Probability and Statistics,CO-5. Discuss the basic random processes and their applications.,Understand,"The verb 'Discuss' indicates a need to explain and interpret random processes and their applications, demonstrating comprehension.",2,Lower-Order Thinking,Mathematics
Probability and Statistics,CO-6. Outline a proof of stated theorem and write the logically derived proof.,Apply,"The verbs 'Outline' and 'write' suggest applying understanding of theorems to construct a logical proof, demonstrating practical application.",3,Higher-Order Thinking,Mathematics
Product Management 101,CO1: Understand the key role of a product manager in ideating & developing technical products for the Digital World,Understand,The verb 'Understand' directly indicates comprehension and grasping the meaning of the product manager's role.,2,Lower-Order Thinking,Design & Innovation
Product Management 101,CO2: Create a Product Strategy by using various market research techniques,Create,The verb 'Create' implies generating something new – a product strategy – which is the highest level of Bloom's Taxonomy.,6,Higher-Order Thinking,Design & Innovation
Product Management 101,CO3: Develop a product mindset to create innovative product & solutions that solve complex technical problems that is required by the Market,Create,"The verb 'create' indicates generating new solutions, and 'develop a mindset' implies a transformative process leading to original thought.",6,Higher-Order Thinking,Design & Innovation
Product Management 101,CO4: Execute product strategy through Roadmaps & Release Plans,Apply,"The verb 'Execute' implies putting a plan into action, using existing knowledge of product strategy.",3,Higher-Order Thinking,Design & Innovation
Product Management 101,CO5: Learn various product development methodologies that can be applied to enable faster Go to Market,Understand,The verb 'Learn' suggests gaining knowledge and comprehension of product development methodologies.,2,Lower-Order Thinking,Design & Innovation
Product Marketing,"CO1- Learn methods, models and frameworks that can be employed to developing strategy artifacts relevant to product marketing.",Understand,"The verb 'Learn' implies grasping the meaning of methods, models, and frameworks, which falls under the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Design & Innovation
Product Marketing,CO2- Apply the concepts and tools in the development of go-to-market strategy and sales playbooks,Apply,"The verb 'Apply' directly indicates using concepts and tools in a practical context, which is the core of the 'Apply' level.",3,Higher-Order Thinking,Design & Innovation
Product Marketing,"CO3- Learn the principles of effective marketing, specifically those of pricing, positioning, narratives with respect to targeted segments and types of customers in each segment.",Understand,"The verb 'Learn' suggests comprehending the principles of marketing, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Design & Innovation
Product Marketing,CO4- Understand the synthesis between product management and product marketing as to design and build better products from the beginning,Understand,"The verb 'Understand' directly indicates comprehending the relationship between product management and marketing, fitting the 'Understand' level.",2,Lower-Order Thinking,Design & Innovation
Quantum Information Theory,1. Understand the mathematical formulations of postulates of quantum theory,Understand,"The verb 'Understand' directly indicates comprehension and interpretation of the mathematical formulations, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Physics
Quantum Information Theory,2. Understand the application of quantum systems for information processing tasks,Understand,"The verb 'Understand' suggests grasping the relationship between quantum systems and information processing, fitting the 'Understand' level.",2,Lower-Order Thinking,Physics
Quantum Information Theory,3. Examine basic mathematical tools and physical concepts used in quantum information theory.,Analyze,"The verb 'Examine' implies a detailed inspection and breaking down of mathematical tools and concepts, which aligns with the 'Analyze' level.",4,Higher-Order Thinking,Physics
Quantum Information Theory,4. Identify different types of quantum correlations and apply them in communication protocols.,Apply,"The verb 'Apply' indicates using knowledge of quantum correlations in a practical context (communication protocols), fitting the 'Apply' level.",3,Higher-Order Thinking,Physics
